EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,HANDICAP,RUNNER_STATUS,IS_WINNER,TOTAL_POINTS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_PRICE_60_MIN_PRIOR,BEST_LAY_PRICE_60_MIN_PRIOR,MATCHED_VOLUME_60_MIN_PRIOR,BEST_BACK_PRICE_30_MIN_PRIOR,BEST_LAY_PRICE_30_MIN_PRIOR,MATCHED_VOLUME_30_MIN_PRIOR,BEST_BACK_PRICE_1_MIN_PRIOR,BEST_LAY_PRICE_1_MIN_PRIOR,MATCHED_VOLUME_1_MIN_PRIOR,TOTAL_MATCHED_VOLUME,LAST_PREPLAY_PRICE
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-59.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-59.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-58.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-58.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-57.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-57.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-56.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-56.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-55.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-55.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-54.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-54.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-53.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-53.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-52.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-52.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-51.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-51.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-50.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-50.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-49.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-49.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-48.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-48.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-47.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-47.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443130,Collingwood (W),-46.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
2025-08-14 00:00:00.000 Z,Women's AFL/Carlton (W) v Collingwood (W),34400344,HANDICAP,245867389,Handicap,12443132,Carlton (W),-46.5,LOSER,0,66,Carlton (W),v Collingwood (W),24,45,21,,,,,,,,,,,
